a = 2, b = 3, c = 5, 7797.34
a = 29, b = 5, c = 2, 7699.67
a = 29, b = 5, c = 3, 7798.51
a = 29, b = 5, c = 7, 7869.97
a = 29, b = 5, c = 11, 7885.75
a = 29, b = 5, c = 13, 7551.22
a = 29, b = 5, c = 17, 7665.61
a = 29, b = 5, c = 19, 7585.21
a = 29, b = 5, c = 31, 7605.11
a = 29, b = 5, c = 37, 7947.81
a = 29, b = 5, c = 41, 7641.89
a = 29, b = 5, c = 43, 7531.47
a = 29, b = 5, c = 47, 7786.92
a = 29, b = 5, c = 53, 7995.48
a = 29, b = 5, c = 59, 7670.67
a = 29, b = 5, c = 61, 7728.75
a = 29, b = 7, c = 2, 7839.25
a = 29, b = 7, c = 3, 7641.66
a = 29, b = 7, c = 5, 7713.67
a = 29, b = 7, c = 11, 7622.84
a = 29, b = 7, c = 13, 7875.26
a = 29, b = 7, c = 17, 7661.57
a = 29, b = 7, c = 19, 7826.73
a = 29, b = 7, c = 23, 7695.94
a = 29, b = 7, c = 31, 7755.97
a = 29, b = 7, c = 37, 7730.62
a = 29, b = 7, c = 41, 7621.21
a = 29, b = 7, c = 43, 8026.58
a = 29, b = 7, c = 47, 7693.14
a = 29, b = 7, c = 53, 7701.38
a = 29, b = 7, c = 59, 7935.68
a = 29, b = 7, c = 61, 7754.10
a = 29, b = 11, c = 2, 7796.72
a = 29, b = 11, c = 3, 7722.45
a = 29, b = 11, c = 5, 7865.30
a = 29, b = 11, c = 7, 7996.56
a = 29, b = 11, c = 13, 7886.53
a = 29, b = 11, c = 17, 7864.37
a = 29, b = 11, c = 19, 7503.40
a = 29, b = 11, c = 23, 7753.79
a = 29, b = 11, c = 31, 7830.62
a = 29, b = 11, c = 47, 7848.27
a = 29, b = 11, c = 53, 7647.80
a = 29, b = 11, c = 61, 7683.50
a = 29, b = 13, c = 2, 7763.20
a = 29, b = 13, c = 3, 7703.25
a = 29, b = 13, c = 5, 7847.65
a = 29, b = 13, c = 7, 7817.63
a = 29, b = 13, c = 11, 7841.20
a = 29, b = 13, c = 17, 7748.12
a = 29, b = 13, c = 19, 7808.07
a = 29, b = 13, c = 23, 7772.69
a = 29, b = 13, c = 47, 7916.94
a = 29, b = 17, c = 2, 7855.35
a = 29, b = 17, c = 3, 7655.81
a = 29, b = 17, c = 5, 7777.35
a = 29, b = 17, c = 7, 7497.10
a = 29, b = 17, c = 11, 7524.94
a = 29, b = 17, c = 13, 7819.66
a = 29, b = 17, c = 19, 7924.56
a = 29, b = 17, c = 23, 8066.78
a = 29, b = 17, c = 41, 7899.75
a = 29, b = 17, c = 43, 7586.61
a = 29, b = 17, c = 47, 7627.27
a = 29, b = 19, c = 2, 7715.07
a = 29, b = 19, c = 3, 7774.24
a = 29, b = 19, c = 5, 7640.65
a = 29, b = 19, c = 11, 8026.42
a = 29, b = 19, c = 13, 7667.79
a = 29, b = 19, c = 17, 7492.28
a = 29, b = 19, c = 23, 7666.39
a = 29, b = 19, c = 43, 7796.25
a = 29, b = 19, c = 53, 7655.35
a = 29, b = 23, c = 2, 7716.70
a = 29, b = 23, c = 3, 7914.14
a = 29, b = 23, c = 5, 7795.01
a = 29, b = 23, c = 7, 7827.98
a = 29, b = 23, c = 11, 7967.01
a = 29, b = 23, c = 13, 7803.79
a = 29, b = 23, c = 17, 7673.00
a = 29, b = 23, c = 19, 7656.05
a = 29, b = 23, c = 31, 7941.59
a = 29, b = 23, c = 37, 7737.93
a = 29, b = 23, c = 41, 7753.09
a = 29, b = 23, c = 43, 7802.16
a = 29, b = 23, c = 47, 7843.92
a = 29, b = 23, c = 53, 7696.25
a = 29, b = 23, c = 59, 7413.90
a = 29, b = 23, c = 61, 7864.45
a = 29, b = 31, c = 2, 7868.96
a = 29, b = 31, c = 3, 7770.82
a = 29, b = 31, c = 5, 7814.06
a = 29, b = 31, c = 7, 7844.31
a = 29, b = 31, c = 11, 7603.32
a = 29, b = 31, c = 13, 7901.85
a = 29, b = 31, c = 17, 7978.60
a = 29, b = 31, c = 19, 7713.82
a = 29, b = 31, c = 23, 7798.82
a = 29, b = 31, c = 37, 7716.78
a = 29, b = 31, c = 41, 7726.34
a = 29, b = 31, c = 43, 7713.43
a = 29, b = 31, c = 47, 7571.83
a = 29, b = 31, c = 53, 7768.10
a = 29, b = 31, c = 61, 7705.19
a = 29, b = 37, c = 2, 7689.72
a = 29, b = 37, c = 3, 7669.81
a = 29, b = 37, c = 5, 7891.20
a = 29, b = 37, c = 7, 7710.71
a = 29, b = 37, c = 11, 7806.28
a = 29, b = 37, c = 13, 7724.55
a = 29, b = 37, c = 17, 7915.30
a = 29, b = 37, c = 19, 7684.82
a = 29, b = 37, c = 23, 7976.42
a = 29, b = 37, c = 31, 7438.63
a = 29, b = 37, c = 43, 7966.55
a = 29, b = 41, c = 2, 7943.92
a = 29, b = 41, c = 3, 7540.73
a = 29, b = 41, c = 5, 7624.63
a = 29, b = 41, c = 7, 7959.55
a = 29, b = 41, c = 11, 7767.63
a = 29, b = 41, c = 13, 7643.37
a = 29, b = 41, c = 17, 7659.47
a = 29, b = 41, c = 19, 7590.26
a = 29, b = 41, c = 23, 7924.56
a = 29, b = 41, c = 47, 7860.87
a = 29, b = 43, c = 2, 7879.07
a = 29, b = 43, c = 3, 7684.90
a = 29, b = 43, c = 5, 7742.36
a = 29, b = 43, c = 7, 7934.90
a = 29, b = 43, c = 11, 7699.36
a = 29, b = 43, c = 13, 7738.86
a = 29, b = 43, c = 17, 7421.60
a = 29, b = 43, c = 19, 7717.79
a = 29, b = 43, c = 23, 7735.36
a = 29, b = 43, c = 37, 7578.44
a = 29, b = 43, c = 41, 7700.45
a = 29, b = 43, c = 47, 7712.03
a = 29, b = 47, c = 3, 7928.52
a = 29, b = 47, c = 5, 8014.37
a = 29, b = 47, c = 7, 7948.82
a = 29, b = 47, c = 11, 7654.49
a = 29, b = 47, c = 13, 7612.66
a = 29, b = 47, c = 17, 7867.56
a = 29, b = 47, c = 19, 7858.62
a = 29, b = 47, c = 23, 7458.69
a = 29, b = 47, c = 41, 7717.56
a = 29, b = 53, c = 2, 7663.74
a = 29, b = 53, c = 3, 7530.85
a = 29, b = 53, c = 5, 7600.45
a = 29, b = 53, c = 7, 8019.66
a = 29, b = 53, c = 11, 7529.14
a = 29, b = 53, c = 13, 7867.64
a = 29, b = 59, c = 2, 7566.93
a = 29, b = 59, c = 3, 7816.16
a = 29, b = 59, c = 5, 7847.57
a = 29, b = 61, c = 2, 7594.69
a = 29, b = 61, c = 3, 7543.06
a = 31, b = 2, c = 3, 7912.43
a = 31, b = 2, c = 5, 7672.69
a = 31, b = 2, c = 7, 7828.91
a = 31, b = 2, c = 11, 7736.84
a = 31, b = 2, c = 13, 7644.93
a = 31, b = 2, c = 17, 7900.06
a = 31, b = 2, c = 19, 7722.30
a = 31, b = 2, c = 23, 7374.24
a = 31, b = 2, c = 37, 7975.41
a = 31, b = 2, c = 41, 7651.46
a = 31, b = 2, c = 53, 7830.31
a = 31, b = 2, c = 61, 7511.49
a = 31, b = 3, c = 2, 7928.91
a = 31, b = 3, c = 5, 7708.54
a = 31, b = 3, c = 11, 7925.18
a = 31, b = 3, c = 13, 8007.53
a = 31, b = 3, c = 17, 7659.86
a = 31, b = 3, c = 19, 8057.37
a = 31, b = 3, c = 23, 7806.36
a = 31, b = 3, c = 29, 7654.41
a = 31, b = 3, c = 37, 7739.72
a = 31, b = 3, c = 41, 7641.82
a = 31, b = 3, c = 43, 7598.04
a = 31, b = 3, c = 47, 7749.20
a = 31, b = 3, c = 53, 7659.47
a = 31, b = 3, c = 59, 7938.79
a = 31, b = 3, c = 61, 7738.63
a = 31, b = 5, c = 2, 7611.57
a = 31, b = 5, c = 3, 7663.43
a = 31, b = 5, c = 7, 7760.95
a = 31, b = 5, c = 11, 7905.27
a = 31, b = 5, c = 13, 7713.67
a = 31, b = 5, c = 17, 7901.70
a = 31, b = 5, c = 19, 7610.01
a = 31, b = 5, c = 23, 7798.58
a = 31, b = 5, c = 29, 7500.91
a = 31, b = 5, c = 37, 7836.22
a = 31, b = 5, c = 47, 7710.17
a = 31, b = 5, c = 59, 7793.14
a = 31, b = 7, c = 2, 7824.09
a = 31, b = 7, c = 3, 8024.01
a = 31, b = 7, c = 5, 7815.61
a = 31, b = 7, c = 11, 7824.40
a = 31, b = 7, c = 13, 7858.23
a = 31, b = 7, c = 17, 7643.53
a = 31, b = 7, c = 23, 7667.40
a = 31, b = 7, c = 29, 7532.95
a = 31, b = 7, c = 41, 7959.63
a = 31, b = 7, c = 43, 7711.18
a = 31, b = 11, c = 2, 7731.48
a = 31, b = 11, c = 3, 7922.07
a = 31, b = 11, c = 5, 7740.96
a = 31, b = 11, c = 7, 7799.28
a = 31, b = 11, c = 13, 7445.23
a = 31, b = 11, c = 17, 7802.24
a = 31, b = 11, c = 19, 7670.04
a = 31, b = 11, c = 29, 7858.23
a = 31, b = 11, c = 37, 7499.12
a = 31, b = 11, c = 41, 7473.46
a = 31, b = 11, c = 47, 7640.65
a = 31, b = 11, c = 53, 7964.60
a = 31, b = 11, c = 59, 7906.44
a = 31, b = 11, c = 61, 7752.70
a = 31, b = 13, c = 2, 7841.97
a = 31, b = 13, c = 3, 7602.70
a = 31, b = 13, c = 5, 7905.19
a = 31, b = 13, c = 7, 7814.60
a = 31, b = 13, c = 11, 7748.12
a = 31, b = 13, c = 17, 7972.77
a = 31, b = 13, c = 19, 7978.68
a = 31, b = 13, c = 23, 7695.08
a = 31, b = 13, c = 47, 7428.98
a = 31, b = 17, c = 2, 7977.12
a = 31, b = 17, c = 3, 7626.65
a = 31, b = 17, c = 5, 7885.68
a = 31, b = 17, c = 7, 7660.95
a = 31, b = 17, c = 11, 7662.50
a = 31, b = 17, c = 13, 7653.25
a = 31, b = 17, c = 19, 7626.26
a = 31, b = 17, c = 23, 7926.66
a = 31, b = 17, c = 43, 7640.03
a = 31, b = 17, c = 47, 7540.96
a = 31, b = 19, c = 2, 7767.79
a = 31, b = 19, c = 3, 7775.18
a = 31, b = 19, c = 7, 7480.93
a = 31, b = 19, c = 11, 7677.59
a = 31, b = 19, c = 13, 7742.13
a = 31, b = 19, c = 17, 7821.13
a = 31, b = 19, c = 23, 7918.80
a = 31, b = 19, c = 43, 7508.30
a = 31, b = 19, c = 47, 7733.57
a = 31, b = 23, c = 2, 7997.58
a = 31, b = 23, c = 3, 7888.24
a = 31, b = 23, c = 5, 7908.46
a = 31, b = 23, c = 7, 7762.11
a = 31, b = 23, c = 11, 7788.40
a = 31, b = 23, c = 13, 7847.42
a = 31, b = 23, c = 17, 7919.89
a = 31, b = 23, c = 19, 7440.49
a = 31, b = 23, c = 29, 7523.07
a = 31, b = 23, c = 41, 7607.83
a = 31, b = 23, c = 43, 7703.33
a = 31, b = 23, c = 47, 7923.78
a = 31, b = 29, c = 2, 7821.68
a = 31, b = 29, c = 3, 7850.99
a = 31, b = 29, c = 5, 7725.64
a = 31, b = 29, c = 7, 7734.27
a = 31, b = 29, c = 11, 7637.69
a = 31, b = 29, c = 13, 7935.75
a = 31, b = 29, c = 17, 7784.28
a = 31, b = 29, c = 19, 7838.40
a = 31, b = 29, c = 23, 7751.93
a = 31, b = 29, c = 37, 7720.51
a = 31, b = 29, c = 41, 8050.84
a = 31, b = 29, c = 43, 7640.11
a = 31, b = 37, c = 2, 7903.02
a = 31, b = 37, c = 3, 7702.94
a = 31, b = 37, c = 5, 7764.60
a = 31, b = 37, c = 7, 7759.00
a = 31, b = 37, c = 11, 7880.86
a = 31, b = 37, c = 13, 7970.51
a = 31, b = 37, c = 17, 7518.25
a = 31, b = 37, c = 19, 7655.58
a = 31, b = 37, c = 23, 7722.69
a = 31, b = 37, c = 29, 7814.76
a = 31, b = 37, c = 41, 7903.95
a = 31, b = 37, c = 47, 7674.09
a = 31, b = 41, c = 2, 8011.18
a = 31, b = 41, c = 3, 8065.93
a = 31, b = 41, c = 5, 7754.49
a = 31, b = 41, c = 7, 7877.36
a = 31, b = 41, c = 11, 7800.53
a = 31, b = 41, c = 19, 7736.92
a = 31, b = 41, c = 23, 7755.97
a = 31, b = 41, c = 43, 8067.72
a = 31, b = 41, c = 53, 7643.84
a = 31, b = 43, c = 2, 7946.56
a = 31, b = 43, c = 3, 7779.22
a = 31, b = 43, c = 5, 7782.02
a = 31, b = 43, c = 7, 7807.06
a = 31, b = 43, c = 11, 7517.24
a = 31, b = 43, c = 13, 7739.56
a = 31, b = 43, c = 17, 7868.18
a = 31, b = 43, c = 19, 7750.92
a = 31, b = 43, c = 23, 7683.34
a = 31, b = 43, c = 53, 7891.51
a = 31, b = 47, c = 2, 8034.28
a = 31, b = 47, c = 3, 7924.71
a = 31, b = 47, c = 5, 7546.56
a = 31, b = 47, c = 7, 7742.98
a = 31, b = 47, c = 13, 7754.49
a = 31, b = 47, c = 17, 7737.39
a = 31, b = 47, c = 19, 7804.73
a = 31, b = 53, c = 2, 7981.63
a = 31, b = 53, c = 3, 7857.53
a = 31, b = 53, c = 5, 7742.44
a = 31, b = 53, c = 7, 7794.31
a = 31, b = 53, c = 11, 7760.95
a = 31, b = 53, c = 13, 7820.20
a = 31, b = 59, c = 2, 7933.19
a = 31, b = 59, c = 3, 7886.61
a = 31, b = 59, c = 5, 7837.78
a = 31, b = 61, c = 2, 7761.41
a = 31, b = 61, c = 3, 7870.75
a = 37, b = 2, c = 3, 7893.92
a = 37, b = 2, c = 5, 7868.72
a = 37, b = 2, c = 7, 7490.88
a = 37, b = 2, c = 11, 7776.34
a = 37, b = 2, c = 13, 7585.83
a = 37, b = 2, c = 17, 8011.57
a = 37, b = 2, c = 19, 7118.25
a = 37, b = 2, c = 29, 7585.91
a = 37, b = 2, c = 31, 7833.73
a = 37, b = 2, c = 47, 7925.88
a = 37, b = 2, c = 59, 7798.89
a = 37, b = 3, c = 2, 7922.15
a = 37, b = 3, c = 5, 7868.96
a = 37, b = 3, c = 7, 7894.70
a = 37, b = 3, c = 11, 7711.57
a = 37, b = 3, c = 13, 7786.14
a = 37, b = 3, c = 17, 7822.22
a = 37, b = 3, c = 19, 7553.17
a = 37, b = 3, c = 23, 7669.97
a = 37, b = 3, c = 29, 7823.39
a = 37, b = 3, c = 31, 7766.70
a = 37, b = 3, c = 41, 7636.84
a = 37, b = 3, c = 47, 7557.37
a = 37, b = 3, c = 53, 7709.31
a = 37, b = 3, c = 59, 7843.76
a = 37, b = 3, c = 61, 8034.20
a = 37, b = 5, c = 2, 7884.43
a = 37, b = 5, c = 3, 7660.56
a = 37, b = 5, c = 7, 7573.62
a = 37, b = 5, c = 11, 7910.02
a = 37, b = 5, c = 13, 7824.87
a = 37, b = 5, c = 17, 7908.23
a = 37, b = 5, c = 19, 7778.52
a = 37, b = 5, c = 23, 7707.29
a = 37, b = 5, c = 29, 7676.89
a = 37, b = 5, c = 31, 7735.44
a = 37, b = 5, c = 41, 7884.74
a = 37, b = 5, c = 59, 7808.15
a = 37, b = 5, c = 61, 7835.99
a = 37, b = 7, c = 2, 7927.82
a = 37, b = 7, c = 3, 7484.35
a = 37, b = 7, c = 5, 7679.84
a = 37, b = 7, c = 11, 7686.30
a = 37, b = 7, c = 13, 7730.39
a = 37, b = 7, c = 17, 7781.79
a = 37, b = 7, c = 19, 7779.53
a = 37, b = 7, c = 23, 7790.65
a = 37, b = 7, c = 29, 7517.01
a = 37, b = 7, c = 43, 7708.92
a = 37, b = 7, c = 59, 7742.91
a = 37, b = 11, c = 2, 7681.01
a = 37, b = 11, c = 3, 7748.66
a = 37, b = 11, c = 5, 7878.37
a = 37, b = 11, c = 13, 8040.27
a = 37, b = 11, c = 17, 7701.38
a = 37, b = 11, c = 19, 7868.26
a = 37, b = 11, c = 23, 7776.58
a = 37, b = 11, c = 31, 7951.77
a = 37, b = 11, c = 53, 7667.79
a = 37, b = 13, c = 2, 7960.56
a = 37, b = 13, c = 3, 7867.09
a = 37, b = 13, c = 5, 7702.63
a = 37, b = 13, c = 11, 7798.27
a = 37, b = 13, c = 17, 8024.40
a = 37, b = 13, c = 19, 7774.48
a = 37, b = 13, c = 23, 7592.52
a = 37, b = 17, c = 2, 7708.38
a = 37, b = 17, c = 5, 7709.55
a = 37, b = 17, c = 7, 7864.14
a = 37, b = 17, c = 11, 7758.85
a = 37, b = 17, c = 13, 7726.65
a = 37, b = 17, c = 19, 7549.51
a = 37, b = 17, c = 23, 7742.83
a = 37, b = 17, c = 47, 7766.47
a = 37, b = 19, c = 2, 7577.51
a = 37, b = 19, c = 3, 7921.45
a = 37, b = 19, c = 5, 8012.82
a = 37, b = 19, c = 7, 7880.39
a = 37, b = 19, c = 11, 7973.24
a = 37, b = 19, c = 13, 8008.38
a = 37, b = 19, c = 17, 7767.87
a = 37, b = 19, c = 23, 7582.41
a = 37, b = 19, c = 43, 7997.19
a = 37, b = 19, c = 47, 7730.93
a = 37, b = 23, c = 2, 7577.35
a = 37, b = 23, c = 3, 7697.65
a = 37, b = 23, c = 5, 7861.34
a = 37, b = 23, c = 11, 7658.30
a = 37, b = 23, c = 13, 7784.12
a = 37, b = 23, c = 17, 7596.95
a = 37, b = 23, c = 19, 7683.57
a = 37, b = 23, c = 29, 7488.24
a = 37, b = 23, c = 41, 7731.55
a = 37, b = 23, c = 43, 7706.44
a = 37, b = 23, c = 47, 7713.20
a = 37, b = 29, c = 2, 7638.78
a = 37, b = 29, c = 3, 7861.57
a = 37, b = 29, c = 5, 7634.43
a = 37, b = 29, c = 7, 7637.23
a = 37, b = 29, c = 13, 7719.11
a = 37, b = 29, c = 17, 7796.79
a = 37, b = 29, c = 19, 7911.42
a = 37, b = 29, c = 23, 7645.39
a = 37, b = 29, c = 31, 8048.98
a = 37, b = 29, c = 41, 7792.75
a = 37, b = 31, c = 2, 7763.20
a = 37, b = 31, c = 3, 7936.69
a = 37, b = 31, c = 5, 7749.83
a = 37, b = 31, c = 7, 7611.96
a = 37, b = 31, c = 11, 7721.29
a = 37, b = 31, c = 13, 7692.21
a = 37, b = 31, c = 17, 7438.08
a = 37, b = 31, c = 19, 7720.36
a = 37, b = 31, c = 23, 7783.73
a = 37, b = 31, c = 29, 8006.67
a = 37, b = 31, c = 47, 7994.85
a = 37, b = 41, c = 3, 7759.55
a = 37, b = 41, c = 5, 7474.47
a = 37, b = 41, c = 7, 7504.96
a = 37, b = 41, c = 11, 7661.57
a = 37, b = 41, c = 13, 7730.78
a = 37, b = 41, c = 17, 7792.83
a = 37, b = 41, c = 23, 7516.62
a = 37, b = 43, c = 3, 7503.25
a = 37, b = 43, c = 5, 7763.90
a = 37, b = 43, c = 7, 7899.83
a = 37, b = 43, c = 19, 7622.69
a = 37, b = 43, c = 29, 7656.28
a = 37, b = 47, c = 5, 7991.90
a = 37, b = 47, c = 7, 7734.04
a = 37, b = 47, c = 11, 7809.00
a = 37, b = 47, c = 17, 7667.40
a = 37, b = 47, c = 19, 7815.77
a = 37, b = 53, c = 5, 7904.73
a = 37, b = 53, c = 7, 7584.66
a = 37, b = 53, c = 11, 7501.85
a = 37, b = 53, c = 13, 7665.07
a = 37, b = 59, c = 5, 7852.01
a = 41, b = 2, c = 3, 7815.85
a = 41, b = 2, c = 5, 7798.89
a = 41, b = 2, c = 7, 7835.68
a = 41, b = 2, c = 11, 7958.93
a = 41, b = 2, c = 13, 7848.20
a = 41, b = 2, c = 17, 8025.88
a = 41, b = 2, c = 19, 7643.60
a = 41, b = 2, c = 23, 7534.66
a = 41, b = 2, c = 29, 7668.72
a = 41, b = 2, c = 31, 7762.58
a = 41, b = 3, c = 2, 7858.30
a = 41, b = 3, c = 5, 7721.83
a = 41, b = 3, c = 7, 7722.14
a = 41, b = 3, c = 11, 7956.67
a = 41, b = 3, c = 13, 7947.03
a = 41, b = 3, c = 17, 7917.56
a = 41, b = 3, c = 19, 7648.43
a = 41, b = 3, c = 23, 7781.40
a = 41, b = 3, c = 29, 7993.76
a = 41, b = 3, c = 31, 7576.89
a = 41, b = 3, c = 37, 7816.55
a = 41, b = 3, c = 61, 7666.39
a = 41, b = 5, c = 2, 7497.18
a = 41, b = 5, c = 3, 7957.92
a = 41, b = 5, c = 7, 7691.04
a = 41, b = 5, c = 11, 7596.95
a = 41, b = 5, c = 13, 7874.17
a = 41, b = 5, c = 17, 7951.23
a = 41, b = 5, c = 19, 7798.58
a = 41, b = 5, c = 23, 7781.48
a = 41, b = 5, c = 29, 7927.75
a = 41, b = 5, c = 37, 7855.19
a = 41, b = 5, c = 47, 7707.91
a = 41, b = 5, c = 59, 7909.94
a = 41, b = 7, c = 2, 7501.69
a = 41, b = 7, c = 3, 7536.14
a = 41, b = 7, c = 5, 7837.00
a = 41, b = 7, c = 11, 7843.06
a = 41, b = 7, c = 13, 7777.67
a = 41, b = 7, c = 17, 7862.58
a = 41, b = 7, c = 19, 7590.49
a = 41, b = 7, c = 23, 7477.74
a = 41, b = 7, c = 29, 7586.76
a = 41, b = 7, c = 31, 7676.50
a = 41, b = 7, c = 43, 7832.95
a = 41, b = 7, c = 47, 7678.99
a = 41, b = 7, c = 59, 7906.52
a = 41, b = 7, c = 61, 7972.61
a = 41, b = 11, c = 2, 7592.52
a = 41, b = 11, c = 3, 7590.80
a = 41, b = 11, c = 5, 7727.04
a = 41, b = 11, c = 7, 7912.12
a = 41, b = 11, c = 13, 7726.73
a = 41, b = 11, c = 17, 7418.87
a = 41, b = 11, c = 19, 7739.80
a = 41, b = 11, c = 23, 7766.86
a = 41, b = 11, c = 31, 7719.97
a = 41, b = 11, c = 53, 8016.00
a = 41, b = 13, c = 2, 7850.06
a = 41, b = 13, c = 3, 7687.31
a = 41, b = 13, c = 5, 7619.97
a = 41, b = 13, c = 7, 7515.30
a = 41, b = 13, c = 11, 7917.17
a = 41, b = 13, c = 17, 7531.01
a = 41, b = 13, c = 19, 7509.62
a = 41, b = 13, c = 23, 7748.58
a = 41, b = 13, c = 53, 7664.91
a = 41, b = 17, c = 2, 7726.03
a = 41, b = 17, c = 3, 7839.87
a = 41, b = 17, c = 5, 7615.84
a = 41, b = 17, c = 7, 7685.13
a = 41, b = 17, c = 11, 7696.33
a = 41, b = 17, c = 13, 7667.32
a = 41, b = 17, c = 19, 7905.97
a = 41, b = 17, c = 23, 7664.13
a = 41, b = 17, c = 29, 7635.28
a = 41, b = 17, c = 47, 7625.72
a = 41, b = 19, c = 2, 7793.61
a = 41, b = 19, c = 3, 7670.82
a = 41, b = 19, c = 5, 7789.56
a = 41, b = 19, c = 7, 7752.47
a = 41, b = 19, c = 11, 7615.45
a = 41, b = 19, c = 13, 7634.66
a = 41, b = 19, c = 17, 7668.88
a = 41, b = 19, c = 23, 7837.62
a = 41, b = 19, c = 47, 7895.63
a = 41, b = 19, c = 53, 7553.01
a = 41, b = 23, c = 2, 8016.63
a = 41, b = 23, c = 3, 7837.31
a = 41, b = 23, c = 5, 7852.39
a = 41, b = 23, c = 7, 7733.26
a = 41, b = 23, c = 11, 7779.22
a = 41, b = 23, c = 13, 7844.85
a = 41, b = 23, c = 17, 7815.85
a = 41, b = 23, c = 19, 7838.09
a = 41, b = 23, c = 29, 7565.61
a = 41, b = 23, c = 31, 7456.43
a = 41, b = 23, c = 37, 7978.21
a = 41, b = 23, c = 43, 7890.42
a = 41, b = 23, c = 47, 7681.24
a = 41, b = 23, c = 53, 7563.28
a = 41, b = 23, c = 59, 7782.49
a = 41, b = 23, c = 61, 7871.83
a = 41, b = 29, c = 2, 7845.32
a = 41, b = 29, c = 3, 7871.60
a = 41, b = 29, c = 5, 7708.30
a = 41, b = 29, c = 7, 7697.34
a = 41, b = 29, c = 11, 7916.55
a = 41, b = 29, c = 13, 7816.08
a = 41, b = 29, c = 19, 8043.07
a = 41, b = 29, c = 23, 7727.35
a = 41, b = 29, c = 31, 7722.14
a = 41, b = 29, c = 37, 7887.39
a = 41, b = 31, c = 2, 7999.99
a = 41, b = 31, c = 3, 7951.70
a = 41, b = 31, c = 7, 7646.02
a = 41, b = 31, c = 11, 7948.97
a = 41, b = 31, c = 13, 7990.19
a = 41, b = 31, c = 17, 7602.70
a = 41, b = 31, c = 29, 7855.04
a = 41, b = 37, c = 3, 7564.60
a = 41, b = 37, c = 5, 7493.76
a = 41, b = 37, c = 7, 7797.42
a = 41, b = 37, c = 11, 7619.11
a = 41, b = 37, c = 13, 7814.52
a = 41, b = 37, c = 17, 7865.85
a = 41, b = 37, c = 19, 7748.82
a = 41, b = 37, c = 23, 7471.05
a = 41, b = 37, c = 31, 7613.67
a = 41, b = 43, c = 2, 7907.14
a = 41, b = 43, c = 3, 7603.25
a = 41, b = 43, c = 5, 7674.63
a = 41, b = 43, c = 7, 7637.69
a = 41, b = 43, c = 11, 7874.17
a = 41, b = 43, c = 13, 7515.69
a = 41, b = 43, c = 17, 7955.58
a = 41, b = 43, c = 19, 7879.07
a = 41, b = 43, c = 29, 7741.04
a = 41, b = 47, c = 5, 7621.75
a = 41, b = 47, c = 7, 7768.57
a = 41, b = 47, c = 17, 7930.54
a = 41, b = 47, c = 19, 7772.77
a = 41, b = 47, c = 29, 7656.82
a = 41, b = 53, c = 5, 7773.31
a = 41, b = 53, c = 7, 7796.41
a = 41, b = 53, c = 11, 7725.95
a = 41, b = 59, c = 5, 7908.15
a = 43, b = 2, c = 3, 7909.78
a = 43, b = 2, c = 5, 7851.93
a = 43, b = 2, c = 7, 7872.85
a = 43, b = 2, c = 11, 7811.80
a = 43, b = 2, c = 13, 7610.87
a = 43, b = 2, c = 23, 7736.14
a = 43, b = 2, c = 29, 7709.55
a = 43, b = 2, c = 53, 7583.03
a = 43, b = 2, c = 61, 7844.23
a = 43, b = 3, c = 2, 7820.36
a = 43, b = 3, c = 5, 7850.92
a = 43, b = 3, c = 7, 8066.39
a = 43, b = 3, c = 11, 7947.03
a = 43, b = 3, c = 13, 7542.59
a = 43, b = 3, c = 17, 7752.16
a = 43, b = 3, c = 19, 7838.24
a = 43, b = 3, c = 23, 7947.96
a = 43, b = 3, c = 29, 8022.38
a = 43, b = 3, c = 31, 7778.83
a = 43, b = 3, c = 37, 7650.68
a = 43, b = 3, c = 41, 7870.44
a = 43, b = 3, c = 53, 7852.01
a = 43, b = 3, c = 59, 7722.38
a = 43, b = 3, c = 61, 7639.41
a = 43, b = 5, c = 2, 7835.91
a = 43, b = 5, c = 3, 7489.09
a = 43, b = 5, c = 7, 7850.45
a = 43, b = 5, c = 11, 7812.66
a = 43, b = 5, c = 13, 7867.01
a = 43, b = 5, c = 17, 7685.67
a = 43, b = 5, c = 19, 7571.05
a = 43, b = 5, c = 23, 7542.59
a = 43, b = 5, c = 29, 7914.37
a = 43, b = 7, c = 2, 7755.27
a = 43, b = 7, c = 3, 7480.93
a = 43, b = 7, c = 5, 7639.33
a = 43, b = 7, c = 11, 7992.68
a = 43, b = 7, c = 13, 7668.72
a = 43, b = 7, c = 17, 7763.44
a = 43, b = 7, c = 19, 7734.04
a = 43, b = 7, c = 23, 7896.56
a = 43, b = 7, c = 29, 7696.25
a = 43, b = 7, c = 31, 7782.95
a = 43, b = 7, c = 37, 7856.59
a = 43, b = 7, c = 41, 7844.62
a = 43, b = 7, c = 47, 7529.06
a = 43, b = 7, c = 53, 7901.07
a = 43, b = 7, c = 59, 7749.75
a = 43, b = 7, c = 61, 7785.83
a = 43, b = 11, c = 2, 7602.62
a = 43, b = 11, c = 3, 7390.26
a = 43, b = 11, c = 5, 7812.74
a = 43, b = 11, c = 7, 7778.44
a = 43, b = 11, c = 17, 7946.10
a = 43, b = 11, c = 19, 7815.54
a = 43, b = 11, c = 23, 7659.62
a = 43, b = 11, c = 31, 7985.76
a = 43, b = 11, c = 53, 7836.92
a = 43, b = 13, c = 2, 7516.62
a = 43, b = 13, c = 3, 7766.31
